nct_id,include,concept_id,concept_name,domain,negation,concept_group_id,start_index,end_index,entity_source_text,temporal_source_text,before_days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion
NCT04312997,1,4239130,Oxygen therapy,Procedure,1,4100343234,188,194,oxygen,"",0,"",-99999,99999,1
NCT04312997,0,4239130,Oxygen therapy,Procedure,0,4100343934,1842,1848,oxygen,at the time of screening,10000,"",-99999,99999,1
NCT04345614,0,4239130,Oxygen therapy,Procedure,0,,1936,1942,Oxygen,for 39 months,1170,"",-99999,99999,1
NCT04340232,0,4239130,Oxygen therapy,Procedure,0,4100373134,2159,2181,oxygen supplementation,"",0,"",-99999,99999,1
NCT04338828,0,4239130,Oxygen therapy,Procedure,0,,677,691,oxygen therapy,12 days prior to ED visit,12,"",-99999,99999,1
NCT04341116,0,4239130,Oxygen therapy,Procedure,0,4100374034,1004,1018,oxygen therapy,"",0,"",-99999,99999,1
NCT04283461,1,4027509,Contraception,Procedure,1,4100340334,1221,1240,Periodic abstinence,"",0,"",-99999,99999,1
NCT04334382,0,4324124,Peritoneal dialysis,Procedure,0,4100364634,446,465,peritoneal dialysis,"",0,"",-99999,99999,1
NCT04342169,0,4324124,Peritoneal dialysis,Procedure,0,4100377234,350,369,peritoneal dialysis,"",0,"",-99999,99999,1
NCT04345614,0,4324124,Peritoneal dialysis,Procedure,0,4100384234,2712,2731,Peritoneal Dialysis,at the time of consent,10000,"",-99999,99999,1
NCT04328012_3,0,37018292,Continuous renal replacement therapy,Procedure,1,,369,394,renal replacement therapy,within the prior week,7,"",-99999,99999,0
NCT04328012_4,0,37018292,Continuous renal replacement therapy,Procedure,1,,369,394,renal replacement therapy,within the prior week,7,"",-99999,99999,0
NCT04312009,0,4059978,Insertion of subcutaneous contraceptive,Procedure,1,4100342934,951,977,subcutaneous contraceptive,currently,10000,"",-99999,99999,0
NCT04344184,1,4239130,Oxygen therapy,Procedure,0,,402,421,supplemental oxygen,"",0,"",-99999,99999,0
NCT04337216,0,37018292,Continuous renal replacement therapy,Procedure,0,,1572,1597,renal replacement therapy,within the 4 weeks,28,"",-99999,99999,1
NCT04341675,0,37018292,Continuous renal replacement therapy,Procedure,0,4100375834,1454,1479,renal replacement therapy,history of,0,"",-99999,99999,1
NCT04350593,0,37018292,Continuous renal replacement therapy,Procedure,0,4100392334,926,951,renal replacement therapy,"",0,"",-99999,99999,1
NCT04343651,0,37018292,Continuous renal replacement therapy,Procedure,0,,2141,2172,Renal Replacement Therapy (RRT),at the time of screening,10000,"",-99999,99999,1
NCT04329897,0,4084641,Revision of joint replacement,Procedure,0,,240,266,revision joint replacement,"",0,"",-99999,99999,1
NCT04283461,1,4027509,Contraception,Procedure,0,4100338034,1269,1306,symptothermal methods,plans to receive,0,"",-99999,99999,0
NCT04331795_B,0,4077953,Therapy,Procedure,0,,1294,1301,therapy,history of,0,"",-99999,99999,1
NCT04329923_1,0,4252365,Thoracic surgery,Procedure,0,4100356134,3167,3197,thoracic surgery,in the last 2 months,60,"",-99999,99999,1
NCT04329923_2,0,4252365,Thoracic surgery,Procedure,0,4100357134,3167,3197,thoracic surgery,in the last 2 months,60,"",-99999,99999,1
NCT04329923_3,0,4252365,Thoracic surgery,Procedure,0,4100358034,3167,3197,thoracic surgery,in the last 2 months,60,"",-99999,99999,1
NCT04283461,0,4273629,Chemotherapy,Procedure,0,4100337834,7280,7291,toxic drugs,during the preceding 6-month period prior to vaccine administration (Day 1),1,"",-99999,99999,1
NCT04305457,0,4168133,Incision of trachea,Procedure,0,,650,662,Tracheostomy,for more than 72 hours,3,"",-99999,99999,1
NCT04338828,0,4168133,Incision of trachea,Procedure,0,,648,660,tracheostomy,12 days prior to ED visit,12,"",-99999,99999,1
NCT04345614,0,4168133,Incision of trachea,Procedure,0,4100384234,1755,1766,tracheotomy,at the time of consent,10000,"",-99999,99999,1
NCT04342728,0,4300185,Transplantation,Procedure,0,,800,810,transplant,History of,0,"",-99999,99999,1
NCT03808922_covid19sub,0,4300185,Transplantation,Procedure,0,4100333334,2963,2978,transplantation,"",0,"",-99999,99999,1
NCT03808922_main,0,4300185,Transplantation,Procedure,0,4100335234,2963,2978,transplantation,"",0,"",-99999,99999,1
NCT04283461,0,4077953,Therapy,Procedure,0,4100339234,4412,4421,treatment,"",0,"",-99999,99999,1
NCT04292899,0,37206602,Arteriovenous extracorporeal membrane oxygenation,Procedure,0,4100340834,1328,1336,V-A ECMO,any duration,0,"",-99999,99999,1
NCT04283461,0,44791414,Administration of vaccine,Procedure,0,4100338334,6482,6489,vaccine,13 months after the first vaccination,390,"",-99999,99999,1
NCT03808922_covid19sub,1,4330583,Vasectomy,Procedure,1,4100333634,1517,1529,vasectomized,"",0,"",-99999,99999,1
NCT03808922_main,1,4330583,Vasectomy,Procedure,1,4100335534,1517,1529,vasectomized,"",0,"",-99999,99999,1
NCT04283461,1,4330583,Vasectomy,Procedure,1,,2325,2334,vasectomy,within 2 weeks before or after each vaccination,14,"",-99999,99999,1
NCT04292899,0,37206603,Venovenous extracorporeal membrane oxygenation,Procedure,0,4100340834,1290,1298,V-V ECMO,any duration,0,"",-99999,99999,1
NCT03808922_main,0,4263457,Aspartate aminotransferase measurement,Measurement,0,,2630,2662,Aspartate Aminotransferase (AST),for >1 year,365,"",-99999,99999,1
NCT04336332,0,40653952,Human coronavirus,Measurement,0,,426,457,assays for SARS-CoV-2 infection,"",0,negative,-99999,99999,1
NCT04317040,0,4263457,Aspartate aminotransferase measurement,Measurement,0,,786,789,AST,"",0,"",-99999,99999,1
NCT04341727,0,4263457,Aspartate aminotransferase measurement,Measurement,0,4100376634,1670,1673,AST,"",0,>five times the upper limit of normal ULN,-99999,99999,1
NCT04334382,0,4263457,Aspartate aminotransferase measurement,Measurement,0,,596,624,AST (Aspartate Transaminase),History of,0,"",-99999,99999,1
NCT04341727,0,4118986,Bilirubin measurement,Measurement,0,,1722,1731,Bilirubin,Concurrent,0,>five times the ULN,-99999,99999,1
NCT04342169,0,4263457,Aspartate aminotransferase measurement,Measurement,0,4100377334,506,509,AST,"",0,>2 times upper limit,2,99999,1
NCT04334382,0,37016292,Child-Pugh score,Measurement,0,4100364734,573,589,Child Pugh score,"",0,B,-99999,99999,1
NCT04342169,0,37016292,Child-Pugh score,Measurement,0,4100377334,483,499,Child Pugh score,"",0,B,-99999,99999,1
NCT04317040,0,37016292,Child-Pugh score,Measurement,0,4100345434,765,781,Child-Pugh score,"",0,C,-99999,99999,1
NCT04343976,0,4118986,Bilirubin measurement,Measurement,0,,962,977,Bilirubin level,"",0,2.5 mg/dL,2.5,99999,1
NCT04348435,1,45876166,Body temperature,Measurement,1,4100390434,1622,1638,body temperature,"",0,>100 F,100,99999,1
NCT04349631,1,45876166,Body temperature,Measurement,1,4100391234,559,575,body temperature,"",0,>100 F,100,99999,1
NCT04346628,0,37016292,Child-Pugh score,Measurement,0,,1077,1087,Child Pugh,Previously,10000,greater than 1,1,99999,1
NCT04343651,0,37016292,Child-Pugh score,Measurement,0,4100379934,2098,2114,Child-Pugh score,History of,0,>12,12,99999,1
NCT04317040,0,4042762,Measurement of renal clearance of creatinine,Measurement,0,,863,883,creatinine clearance,"",0,"",-99999,99999,1
NCT04345614,0,4154790,Diastolic blood pressure,Measurement,0,,2126,2156,diastolic blood pressure (DBP),for 39 months,1170,"",-99999,99999,1
NCT04323761,0,44806420,Estimation of glomerular filtration rate,Measurement,0,,1440,1483,estimated glomerular filtration rate (eGFR),"",0,"",-99999,99999,1
NCT04325906,1,4353936,Inspired oxygen concentration,Measurement,0,,123,127,FIO2,"",0,"",-99999,99999,0
NCT04351620,0,4154790,Diastolic blood pressure,Measurement,0,4100393634,1811,1835,diastolic blood pressure,"",0,> 100 mmHg,100,99999,1
NCT04343183,0,44806420,Estimation of glomerular filtration rate,Measurement,0,,327,330,GFR,Current,10000,"",-99999,99999,1
NCT04283461,0,4168615,Hepatitis B surface antigen measurement,Measurement,0,4100338434,5958,5985,hepatitis B surface antigen,at screening,0,positive,-99999,99999,1
NCT04335084,0,4168615,Hepatitis B surface antigen measurement,Measurement,0,4100366134,1004,1031,Hepatitis B Surface Antigen,"",0,Positive,-99999,99999,1
NCT04283461,0,4273104,Hepatitis C antibody measurement,Measurement,0,4100338434,5987,6013,hepatitis C virus antibody,at screening,0,positive,-99999,99999,1
NCT03808922_covid19sub,0,4040194,HIV 1 RNA assay,Measurement,0,,4194,4212,HIV RNA assessment,most recent,0,undetectable,-99999,99999,1
NCT04283461,0,4039702,HIV 1 antibody band pattern determination,Measurement,0,4100338434,6018,6045,HIV types 1 antibodies,at screening,0,positive,-99999,99999,1
NCT04340557,0,44806420,Estimation of glomerular filtration rate,Measurement,0,4100373534,883,886,GFR,"",0,50% reduction,50,99999,1
NCT04283461,0,4039702,HIV 1 antibody band pattern determination,Measurement,0,4100338434,6018,6045,HIV types 2 antibodies,at screening,0,positive,-99999,99999,1
NCT04345614,0,3030825,Influenza virus susceptibility panel,Measurement,0,,2220,2244,Influenza A or B testing,for 39 months,1170,Positive,-99999,99999,1
NCT04329923_1,0,3027172,Left ventricular Ejection fraction,Measurement,0,4100356334,3561,3602,Left ventricular ejection fraction (LVEF),4 days since,4,< institutional lower limit of normal,-99999,99999,1
NCT04329923_2,0,3027172,Left ventricular Ejection fraction,Measurement,0,4100357334,3561,3602,Left ventricular ejection fraction (LVEF),Current  ,10000,< institutional lower limit of normal,-99999,99999,1
NCT04329923_3,0,3027172,Left ventricular Ejection fraction,Measurement,0,4100358234,3561,3602,Left ventricular ejection fraction (LVEF),Current  ,10000,< institutional lower limit of normal,-99999,99999,1
NCT04343976,0,4261078,Calculation of international normalized ratio,Measurement,0,,1005,1008,INR,"",0,1.5,1.5,99999,1
NCT04328012_3,0,37394212,Potassium level,Measurement,0,4100352634,2047,2048,K,history of,0,>/= 5.0,5,99999,1
NCT04335123,0,3027172,Left ventricular Ejection fraction,Measurement,0,4100366734,1485,1519,left ventricular ejection fraction,"",0,35%,35,99999,1
NCT04283461,0,3006322,Oral temperature,Measurement,0,,5526,5542,oral temperature,within 2 weeks before or after each vaccination,14,"",-99999,99999,1
NCT04317040,0,9999,NIAID 7-point ordinal score,Measurement,0,4100345334,466,493,NIAID 7-point ordinal score,before enrollment,0,2,2,99999,1
NCT04325906,0,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,,447,456,PaO2/FiO2,"",0,"",-99999,99999,1
NCT04312997,0,35621943,Patient Global Impression of Improvement,Measurement,0,4100343934,1850,1894,Ordinal Scale for Clinical Improvement score,at the time of screening,10000,>3,3,99999,1
NCT04325906,0,4099545,"Carbon dioxide measurement, partial pressure",Measurement,0,4100350134,343,348,PaCO2,"",0,> 50mmHg,50,99999,1
NCT04321369,0,4267147,Platelet count,Measurement,0,4100347934,582,622,platelet counts,"",0,low,-99999,99999,1
NCT04327804,0,4267147,Platelet count,Measurement,0,4100350834,537,577,platelet counts,"",0,low,-99999,99999,1
NCT04335630,0,40653952,Human coronavirus,Measurement,0,,278,301,PRC test for SARS-CoV-2,"",0,negative,-99999,99999,1
NCT04283461,0,4091293,Sensitive pregnancy test,Measurement,0,,3418,3432,pregnancy test,within 2 weeks before or after each vaccination,14,Positive,-99999,99999,1
NCT04320615,0,4091293,Sensitive pregnancy test,Measurement,0,4100347634,914,928,pregnancy test,"",0,positive,-99999,99999,1
NCT04325672,0,4091293,Sensitive pregnancy test,Measurement,0,4100349834,394,408,pregnancy test,during the study period,0,positive,-99999,99999,1
NCT04283461,1,45889638,Prothrombin time,Measurement,0,4100339834,2895,2916,prothrombin time (PT),"",0,"",-99999,99999,0
NCT04311177,0,37394212,Potassium level,Measurement,0,,1945,1954,Potassium,dehydration,0,>5.0 mmol/L,5,99999,1
NCT04312009,0,37394212,Potassium level,Measurement,0,,2066,2075,Potassium,within 24 hours prior to randomization,1,>5.0,5,99999,1
NCT04329923_1,0,4091293,Sensitive pregnancy test,Measurement,0,4100355634,2265,2279,pregnancy test,during pre-medication examination,0,positive,-99999,99999,1
NCT04329923_2,0,4091293,Sensitive pregnancy test,Measurement,0,4100356634,2265,2279,pregnancy test,during pre-medication examination,0,positive,-99999,99999,1
NCT04329923_3,0,4091293,Sensitive pregnancy test,Measurement,0,4100357534,2265,2279,pregnancy test,during pre-medication examination,0,positive,-99999,99999,1
NCT04340050_recipient,0,4091293,Sensitive pregnancy test,Measurement,0,4100371734,1370,1384,pregnancy test,during the study period,0,positive,-99999,99999,1
NCT04342728,0,4091293,Sensitive pregnancy test,Measurement,0,,573,587,pregnancy test,History of,0,Positive,-99999,99999,1
NCT04344600,0,4091293,Sensitive pregnancy test,Measurement,0,,441,455,pregnancy test,at screening,0,Positive,-99999,99999,1
NCT04317040,0,4091293,Sensitive pregnancy test,Measurement,0,4100345334,702,723,pregnancy test result,before enrollment,0,positive,-99999,99999,1
NCT04348435,1,4301868,Pulse rate,Measurement,1,4100390434,1650,1660,pulse rate,"",0,> 100 BPM,100,99999,1
NCT04349631,1,4301868,Pulse rate,Measurement,1,4100391234,587,597,pulse rate,"",0,> 100 BPM,100,99999,1
NCT04344457,0,3026258,Q-T interval corrected,Measurement,0,4100382534,824,835,QT interval,"",0,>450,450,99999,1
NCT04329923_2,0,3026258,Q-T interval corrected,Measurement,0,4100357334,3686,3750,QT interval corrected for heart rate using the Frederica formula,Current  ,10000,> 500 msec,500,99999,1
NCT04329832,0,3026258,Q-T interval corrected,Measurement,0,,698,701,QTc,Current,10000,>500 msec,500,99999,1
NCT04332991,0,3026258,Q-T interval corrected,Measurement,0,,1023,1026,QTc,within 72 hours prior to enrollment,3,>500 ms,500,99999,1
NCT04334382,0,3026258,Q-T interval corrected,Measurement,0,4100364834,701,704,QTc,"",0,> 500mSec,500,99999,1
NCT04335552,0,3026258,Q-T interval corrected,Measurement,0,,1348,1351,QTc,within 48 hours of enrollment,2,500 msec,500,99999,1
NCT04341727,0,3026258,Q-T interval corrected,Measurement,0,4100376334,1236,1239,QTc,"",0,>470,470,99999,1
NCT04341727,0,3026258,Q-T interval corrected,Measurement,0,4100376334,1236,1239,QTc,"",0,>480,480,99999,1
NCT04342169,0,3026258,Q-T interval corrected,Measurement,0,4100377434,586,589,QTc,"",0,> 500mSec,500,99999,1
NCT04338828,0,4310328,Blood oxygen saturation,Measurement,0,,704,729,resting oxygen saturation,12 days prior to ED visit,12,> 94%,94,99999,1
NCT04325906,0,4313591,Respiratory rate,Measurement,0,4100350134,330,332,RR,"",0,> 40/min,40,99999,1
NCT04311177,0,44806420,Estimation of glomerular filtration rate,Measurement,0,,1185,1227,stimated Glomerular Filtration Rate (eGFR),dehydration,0,"",-99999,99999,1
NCT04335123,0,37394212,Potassium level,Measurement,0,4100366634,1442,1450,serum K+,"",0,>5.5 mM,5.5,99999,1
NCT04311177,0,4152194,Systolic blood pressure,Measurement,0,,1512,1535,systolic blood pressure,dehydration,0,"",-99999,99999,1
NCT04345614,0,4152194,Systolic blood pressure,Measurement,0,,2089,2118,systolic blood pressure (SBP),for 39 months,1170,"",-99999,99999,1
NCT04335084,0,40653952,Human coronavirus,Measurement,0,,598,622,test for COVID-19 by PCR,for the duration of the study,0,positive,-99999,99999,1
NCT04351620,0,4152194,Systolic blood pressure,Measurement,0,4100393634,1769,1792,systolic blood pressure,"",0,> 180 mmHg,180,99999,1
NCT04334512,0,40653952,Human coronavirus,Measurement,0,,450,477,test for COVID-19 by RT-PCR,at screening,0,Negative,-99999,99999,1
NCT04283461,0,4159568,Drug abuse screening test,Measurement,0,,7907,7937,test result for drugs of abuse,within 2 weeks before or after each vaccination,14,positive,-99999,99999,1
NCT04318444,0,3020891,Body temperature,Measurement,0,4100345934,491,502,temperature,current,10000,> 38 Celsius,38,99999,1
NCT04318444,0,40653952,Human coronavirus,Measurement,0,4100346334,629,649,testing for COVID-19,"",0,positive,-99999,99999,1
NCT04326036,0,40653952,Human coronavirus,Measurement,0,,741,760,testing of COVID-19,"",0,positive,-99999,99999,1
NCT04311177,0,4142985,Female of child bearing age,Condition,0,,524,545,able to have children,dehydration,0,"",-99999,99999,1
NCT04283461,0,4309195,Hormone abnormality,Condition,0,,8067,8078,abnormality,within 2 weeks before or after each vaccination,14,"",-99999,99999,1
NCT04311177,0,45882909,Abstinence,Condition,0,,881,891,abstinence,dehydration,0,"",-99999,99999,1
NCT04312997,1,45882909,Abstinence,Condition,1,,1591,1601,Abstinence,Previous,0,"",-99999,99999,1
NCT04312997,1,45882909,Abstinence,Condition,1,,1029,1039,Abstinence,Previous,0,"",-99999,99999,1
NCT04325906,0,4158190,Accessory respiratory muscles used,Condition,0,4100350134,380,412,accessory respiratory muscle use,"",0,obvious,-99999,99999,1
NCT04329923_1,0,4215140,Acute coronary syndrome,Condition,0,4100356334,3902,3926,acute coronary syndromes,4 days since,4,"",-99999,99999,1
NCT04340557,0,761083,Acute kidney injury,Condition,0,4100373534,845,864,Acute Kidney Injury,"",0,"",-99999,99999,1
NCT04341727,0,4146380,Alanine aminotransferase measurement,Measurement,0,4100376634,1674,1677,ALT,"",0,>five times the upper limit of normal ULN,-99999,99999,1
NCT04328012_3,0,21602472,Hormonal Contraceptives for Systemic Use,Drug,1,,750,774,dependable contraception,within the prior week,7,"",-99999,99999,0
NCT04328012_4,0,21602472,Hormonal Contraceptives for Systemic Use,Drug,1,,750,774,dependable contraception,within the prior week,7,"",-99999,99999,0
NCT04312009,0,40224806,1 ML medroxyprogesterone acetate 150 MG/ML Injection [Depo-Provera],Drug,1,4100342934,936,948,Depo-Provera,currently,10000,"",-99999,99999,0
NCT04283461,0,21605042,Corticosteroids,Drug,1,4100337934,7422,7440,intranasal steroid,"",0,"",-99999,99999,0
NCT04312009,0,1500211,Medroxyprogesterone,Drug,1,4100342934,906,933,medroxyprogesterone acetate,currently,10000,"",-99999,99999,0
NCT04312009,0,40240083,Etonogestrel 68 MG Drug Implant [Nexplanon],Drug,1,4100342934,984,993,Nexplanon,currently,10000,"",-99999,99999,0
NCT04335123,0,41232668,Norepinephrine 0.1 MG,Drug,1,,1399,1426,norepinephrine 0.1 g/kg/min,within 48 hours prior to Day 0,1,"",-99999,99999,0
NCT04283461,0,21602099,"Corticosteroids, Plain",Drug,1,4100337934,7389,7440,topical steroid,"",0,"",-99999,99999,0
NCT04312009,0,21602472,Hormonal Contraceptives for Systemic Use,Drug,1,4100342934,996,1021,daily oral contraceptives,currently,10000,"",-99999,99999,0
NCT04346628,0,21605042,Corticosteroids,Drug,1,,800,816,inhaled steroids,Previously,10000,"",-99999,99999,0
NCT04312009,0,4091293,Sensitive pregnancy test,Measurement,1,,739,768,urine or serum pregnancy test,within 24 hours prior to randomization,1,negative,-99999,99999,0
NCT04305457,1,254761,Cough,Condition,0,4100341234,350,355,cough,"",0,"",-99999,99999,0
NCT04343651,1,378253,Headache,Condition,0,4100379034,375,383,headache,"",0,"",-99999,99999,0
NCT04280705,1,4167669,Respiratory crackles,Condition,0,4100336034,950,958,crackles,"",0,"",-99999,99999,0
NCT03808922_covid19sub,1,437390,Hypoxemia,Condition,0,4100332834,108,117,Hypoxemia,"",0,"",-99999,99999,0
NCT04341935,1,4272240,Malaise,Condition,0,4100376734,193,200,malaise,"",0,"",-99999,99999,0
NCT04347239,1,442752,Muscle pain,Condition,0,4100387534,467,478,muscle pain,"",0,"",-99999,99999,0
NCT03808922_main,1,4230167,Artificial respiration,Procedure,0,4100334434,262,300,mechanical ventilation,"",0,< 18 years old,-99999,18,0
NCT04335552,1,4310328,Blood oxygen saturation,Measurement,0,4100367234,857,863,SpO2  ,"",0,94%,94,99999,0
NCT04322682,1,4152194,Systolic blood pressure,Measurement,0,4100348134,451,474,systolic blood pressure,at the time of presentation,10000,150 mm Hg,150,99999,0
NCT04340557,1,4152194,Systolic blood pressure,Measurement,0,,193,216,Systolic blood pressure,at baseline or any time during treatment in the study treatment arm,0,110 mmHg,110,99999,0
NCT04312997,1,40653952,Human coronavirus,Measurement,0,,67,94,test for the COVID-19 virus,Previous,0,positive,-99999,99999,0
NCT04329923_1,1,3020891,Body temperature,Measurement,0,4100355634,489,490,T,during pre-medication examination,0,> 100.5 F,100.5,99999,0
NCT04331795_B,1,3020891,Body temperature,Measurement,0,4100360234,216,217,T,"",0,38*C,38,99999,0
NCT04331795_A,1,3020891,Body temperature,Measurement,0,4100358534,216,219,T  ,"",0,38*C,38,99999,0
NCT04342663,1,40653952,Human coronavirus,Measurement,0,,88,122,tested SARS-CoV-2 (COVID-19 virus),Currently,10000,"",-99999,99999,0
NCT04336332,1,3020891,Body temperature,Measurement,0,,190,201,Temperature,"",0,>100.6F,100.6,99999,0
NCT04341441,1,3020891,Body temperature,Measurement,0,4100374834,207,218,temperature,"",0,>38.0C,38,99999,0
NCT04347538,1,40653952,Human coronavirus,Measurement,0,,32,61,testing for COVID-19,"",0,positive,-99999,99999,0
NCT04336410,1,2212887,Hepatitis B surface antibody (HBsAb),Measurement,0,4100368334,344,389,tests for Hepatitis B surface antigen (HBsAg),"",0,Negative,-99999,99999,0
NCT04336410,1,45888894,Hepatitis C antibody,Measurement,0,4100368334,344,411,tests for Hepatitis C antibody,"",0,Negative,-99999,99999,0
NCT04283461,1,4230543,"Bilirubin, total measurement",Measurement,0,4100339834,2860,2885,total bilirubin (T. Bili),"",0,"",-99999,99999,0
NCT04305457,1,4215364,Tympanic temperature,Measurement,0,4100341234,298,321,tympanic site,"",0,37.6C,37.6,99999,0
NCT04292899,1,3025315,Body weight,Measurement,0,,497,507,weighing  ,at screening,0,40 kg,40,99999,0
NCT04323761,1,3025315,Body weight,Measurement,0,,687,697,weighing  ,"",0,40 kg,40,99999,0
NCT04345614,1,255848,Pneumonia,Condition,0,4100384134,694,731,abnormality consistent with pneumonia,"",0,"",-99999,99999,0
NCT04338347,1,4005525,Troponin T measurement,Measurement,0,,335,364,Troponin I/Troponin T (TnI/T),at time of consent,0,elevated,-99999,99999,0
NCT04283461,1,4298431,White blood cell count,Measurement,0,4100339834,2697,2719,white blood cell (WBC),"",0,"",-99999,99999,0
NCT04347226,1,4091293,Sensitive pregnancy test,Measurement,0,,1449,1478,serum or urine pregnancy test,History of,0,negative,-99999,99999,0
NCT04343183,0,45876226,Heart rate,Measurement,0,4100378534,276,278,HR,"",0,<50,-99999,50,1
NCT04308668,0,19044695,Lanoxin,Drug,0,,733,740,Lanoxin,Current,10000,"",-99999,99999,1
NCT04341935,1,442752,Muscle pain,Condition,0,4100376734,232,239,myalgia,"",0,"",-99999,99999,0
NCT04342663,1,442752,Muscle pain,Condition,0,,229,236,myalgia,Currently,10000,"",-99999,99999,0
NCT04341675,1,4254663,Lymphocyte count,Measurement,0,4100375534,410,435,absolute lymphocyte count,"",0,"<1,000/uL",-99999,1000,0
NCT04351620,1,442752,Muscle pain,Condition,0,4100392834,490,497,myalgia,"",0,"",-99999,99999,0
NCT04347226,1,4146380,Alanine aminotransferase measurement,Measurement,0,,1222,1252,alanine aminotransferase (ALT),History of,0,<5  ULN,-99999,5,0
NCT04345614,1,4013965,"Oxygen saturation measurement, arterial",Measurement,0,4100383834,384,417,arterial oxygen saturation (SaO2),"",0,<93%,-99999,93,0
NCT04347226,1,4263457,Aspartate aminotransferase measurement,Measurement,0,,1262,1294,aspartate aminotransferase (AST),History of,0,<5  ULN,-99999,5,0
NCT04283461,1,44783982,Measurement of body mass index,Measurement,0,,455,470,Body Mass Index,within 2 weeks before or after each vaccination,14,"18-35 kg/m^2, inclusive",2,18,0
NCT04343755_donor,1,40653952,Human coronavirus,Measurement,0,,247,277,Covid-19 neutralizing antibody,At least 14 days from,14,>1:64,1,64,0
NCT04350593,1,44806420,Estimation of glomerular filtration rate,Measurement,0,4100392034,569,573,eGFR,"",0,between 25 to 60 mL/min/1.73 m2,1.73,25,0
NCT04343651,1,45876226,Heart rate,Measurement,0,4100379434,844,848,HR  ,"",0,90 but less than 125,90,125,0
NCT04312997,1,35621943,Patient Global Impression of Improvement,Measurement,0,4100343234,196,240,Ordinal Scale for Clinical Improvement score,"",0,3 or less,-99999,3,0
NCT04326452,1,4310328,Blood oxygen saturation,Measurement,0,,23,40,Oxygen saturation,currently,10000,<93%,-99999,93,0
NCT03808922_covid19sub,0,4263457,Aspartate aminotransferase measurement,Measurement,0,,2630,2662,Aspartate Aminotransferase (AST),most recent,0,"",-99999,99999,1
NCT04345653,0,3026258,Q-T interval corrected,Measurement,0,4100385034,691,694,QTc,"",0,> 470,470,99999,1
NCT04350073,0,4353936,Inspired oxygen concentration,Measurement,0,,533,566,Fraction of inhaled oxygen (FIO2),within 72 hours,3,> 70%,70,99999,1
NCT04329923_2,0,4215140,Acute coronary syndrome,Condition,0,4100357334,3902,3926,acute coronary syndromes,Current  ,10000,"",-99999,99999,1
NCT04351620,0,3026258,Q-T interval corrected,Measurement,0,4100393734,1944,1946,QT,History of,0,> 500 ms,500,99999,1
NCT04329923_3,0,4215140,Acute coronary syndrome,Condition,0,4100358234,3902,3926,acute coronary syndromes,Current  ,10000,"",-99999,99999,1
NCT04343755_recipient,0,761083,Acute kidney injury,Condition,0,,1388,1407,acute kidney injury,within the previous 30 days,30,"",-99999,99999,1
NCT04328012_3,0,761083,Acute kidney injury,Condition,0,4100353034,2348,2373,acute kidney injury (AKI),"",0,"",-99999,99999,1
NCT04341935,0,199074,Acute pancreatitis,Condition,0,,732,750,acute pancreatitis,History of,0,"",-99999,99999,1
NCT04341935,0,197320,Acute renal failure syndrome,Condition,0,4100376934,763,782,Acute Renal Failure,"",0,"",-99999,99999,1
NCT04343651,0,4195694,Acute respiratory distress syndrome,Condition,0,4100379734,1758,1800,acute respiratory distress syndrome (ARDS),"",0,"",-99999,99999,1
NCT04341727,0,1777087,Hydroxychloroquine,Drug,0,4100376234,891,909,hydroxychloroquine,Current,10000,"",-99999,99999,1
NCT04329923_2,0,4269838,Infusion,Procedure,0,4100357034,2936,2954,infusional therapy,"",0,"",-99999,99999,1
NCT04326036,1,4215562,Viral load,Measurement,1,,380,390,viral load,"",0,"",-99999,99999,1
NCT04321369,0,4298431,White blood cell count,Measurement,0,,599,622,white blood cell counts,"",0,"",-99999,99999,1
NCT04347239,1,201965,Shock,Condition,0,4100388034,1824,1829,Shock,"",0,"",-99999,99999,0
NCT04329923_1,0,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,1,,2620,2628,COVID-19,within 14 days prior to screening evaluation,14,"",-99999,99999,0
NCT04329923_2,0,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,1,,2620,2628,COVID-19,within 14 days prior to screening evaluation,14,"",-99999,99999,0
NCT04329923_3,0,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,1,,2620,2628,COVID-19,within 14 days prior to screening evaluation,14,"",-99999,99999,0
NCT04331795_A,0,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,1,,2656,2664,COVID-19,history of,0,"",-99999,99999,0
NCT04350450,1,254761,Cough,Condition,0,4100391734,540,545,cough,"",0,"",-99999,99999,0
NCT04331366,1,4310328,Blood oxygen saturation,Measurement,0,,42,59,Oxygen saturation,"",0,<92%,-99999,92,0
NCT04338828,1,4310328,Blood oxygen saturation,Measurement,0,4100371234,241,258,oxygen saturation,"",0,< 97%,-99999,97,0
NCT04341675,1,4310328,Blood oxygen saturation,Measurement,0,4100375434,157,174,oxygen saturation,"",0,less than 92%,-99999,92,0
NCT04343183,1,4310328,Blood oxygen saturation,Measurement,0,,123,140,Oxygen saturation,Current,10000,<90%,-99999,90,0
NCT04344444,1,4310328,Blood oxygen saturation,Measurement,0,4100382134,447,464,oxygen saturation,within 30 days prior to admission,30,< 94%,-99999,94,0
