nct_id,nct_id_original,pt_cohort,include,concept_id,concept_name,domain,negation,concept_group_id,start_index,end_index,entity_source_text,temporal_source_text,before_days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion,to_display
NCT04343261,NCT04343261,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,1086711542,303,375,partial pressure of arterial oxygen to fraction of inspired oxygen ratio,within 24 to 48 hours,2,< 300,-99999,300,0,1
NCT04358003,NCT04358003,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,1086740342,304,376,partial pressure of arterial oxygen to fraction of inspired oxygen ratio,within 24 to 48 hours,2,< 300,-99999,300,0,1
NCT04283461,NCT04283461,1,1,4301868,Pulse rate,Measurement,0,,4362,4367,Pulse,history of,0,no greater than 100 beats per minute,-99999,100,0,1
NCT03852537,NCT03852537_pneum,2,1,40484930,Inspired oxygen tension,Measurement,0,1086662742,149,158,SaO2/FiO2,"",0,< 315,-99999,315,0,1
NCT04347239,NCT04347239,1,1,4152194,Systolic blood pressure,Measurement,0,1086721442,1783,1786,SBP,"",0,< 90 mm Hg,-99999,90,0,1
NCT04339426,NCT04339426,1,1,4324383,Creatinine measurement,Measurement,0,,317,333,Serum creatinine,at baseline,0,<2.0 mg/dl,-99999,2,0,1
NCT04366830,NCT04366830,1,1,4324383,Creatinine measurement,Measurement,0,,1597,1613,Serum creatinine,prior to becoming ill with ARDS due to COVID-19 infection,0,<2 mg/dL,-99999,2,0,1
NCT03808922,NCT03808922_main,2,1,4310328,Blood oxygen saturation,Measurement,0,1086660742,187,191,SpO2,"",0,<92%,-99999,92,0,1
NCT04280705,NCT04280705,1,1,4310328,Blood oxygen saturation,Measurement,0,1086663442,1102,1106,SpO2,"",0,< / = 94%,-99999,94,0,1
NCT04317040,NCT04317040,1,1,4310328,Blood oxygen saturation,Measurement,0,1086672342,287,291,SpO2,"",0,</= 94%,-99999,94,0,1
NCT04332081,NCT04332081,1,1,4310328,Blood oxygen saturation,Measurement,0,1086690442,223,227,SpO2,"",0,<93%,-99999,93,0,1
NCT04337216,NCT04337216,1,1,4310328,Blood oxygen saturation,Measurement,0,1086699842,267,271,SpO2,"",0,<92%,-99999,92,0,1
NCT04341935,NCT04341935,1,1,4310328,Blood oxygen saturation,Measurement,0,1086708442,499,503,SpO2,"",0,<90%,-99999,90,0,1
NCT04343989,NCT04343989,1,1,4310328,Blood oxygen saturation,Measurement,0,1086713642,619,623,SpO2,over 24 hours,1,< 90%,-99999,90,0,1
NCT04369989,NCT04369989,1,1,4310328,Blood oxygen saturation,Measurement,0,1086761042,116,120,SpO2,"",0,less 95% or lower,-99999,95,0,1
NCT04373044,NCT04373044,1,1,4310328,Blood oxygen saturation,Measurement,0,1086768442,744,748,SpO2,"",0,< 90%,-99999,90,0,1
NCT04353206,NCT04353206,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,1086731642,211,220,SpO2/FiO2,"",0,< 315,-99999,315,0,1
NCT04346628,NCT04346628,1,1,3020891,Body temperature,Measurement,0,,487,498,Temperature,Previously,10000,less than 101 F,-99999,101,0,1
NCT04305457,NCT04305457,1,1,3022060,Rectal temperature,Measurement,0,1086667742,310,321,rectal site,"",0,37.6C,37.6,99999,0,1
NCT04338360,NCT04338360,1,1,4313591,Respiratory rate,Measurement,0,1086702242,468,489,respiratory frequency,within 24 to 48 hours,2,30/min,30,99999,0,1
NCT04340050,NCT04340050_recipient,2,1,4313591,Respiratory rate,Measurement,0,1086703242,207,228,respiratory frequency,within 24 to 48 hours,2,30/min,30,99999,0,1
NCT04343261,NCT04343261,1,1,4313591,Respiratory rate,Measurement,0,1086711542,240,261,respiratory frequency,within 24 to 48 hours,2,30/min,30,99999,0,1
NCT04358003,NCT04358003,1,1,4313591,Respiratory rate,Measurement,0,1086740342,245,266,respiratory frequency,within 24 to 48 hours,2,30/min,30,99999,0,1
NCT04363437,NCT04363437,1,1,4313591,Respiratory rate,Measurement,0,1086750242,403,424,Respiratory frequency,"",0,30/min,30,99999,0,1
NCT04372368,NCT04372368,1,1,4313591,Respiratory rate,Measurement,0,1086764842,754,775,respiratory frequency,"",0,30/min,30,99999,0,1
NCT04374370,NCT04374370,1,1,4313591,Respiratory rate,Measurement,0,1086770542,609,630,respiratory frequency,within 24 to 48 hours,2,30/min,30,99999,0,1
NCT04305457,NCT04305457,1,1,4313591,Respiratory rate,Measurement,0,1086667742,324,340,Respiratory rate,"",0,24 bpm,24,99999,0,1
NCT04323761,NCT04323761,1,1,4146380,Alanine aminotransferase measurement,Measurement,0,,1142,1172,Alanine aminotransferase (ALT),"",0,"",-99999,99999,0,1
NCT04317040,NCT04317040,1,1,4313591,Respiratory rate,Measurement,0,,314,330,respiratory rate,"",0,"",-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4146380,Alanine aminotransferase measurement,Measurement,0,1086664542,4571,4597,alanine transaminase (ALT),"",0,"",-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4230636,Alkaline phosphatase measurement,Measurement,0,1086664542,4646,4672,alkaline phosphatase (ALP),"",0,"",-99999,99999,0,1
NCT04345614,NCT04345614,1,1,4013965,"Oxygen saturation measurement, arterial",Measurement,0,,380,413,arterial oxygen saturation (SaO2),Current,10000,"",-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4263457,Aspartate aminotransferase measurement,Measurement,0,1086664542,4599,4627,aspartate transaminase (AST),"",0,"",-99999,99999,0,1
NCT04363437,NCT04363437,1,1,4310328,Blood oxygen saturation,Measurement,0,,433,456,Blood oxygen saturation,"",0,"",-99999,99999,0,1
NCT04372472,NCT04372472,1,1,45876174,Blood pressure,Measurement,0,1086765042,170,184,blood pressure,"",0,"",-99999,99999,0,1
NCT04374019,NCT04374019,1,1,44783982,Measurement of body mass index,Measurement,0,,525,528,BMI,"",0,"",-99999,99999,0,1
NCT04336410,NCT04336410,1,1,44783982,Measurement of body mass index,Measurement,0,,318,333,Body Mass Index,at screening,0,at screening,-99999,99999,0,1
NCT04328961,NCT04328961,1,1,3025315,Body weight,Measurement,0,,669,680,Body weight,within 30 days preceding the first dose of the study drugs,30,"",-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4167743,Clinical evaluation of language function revised - screening test,Measurement,0,1086664542,4468,4509,Clinical screening laboratory evaluations,"",0,within acceptable normal reference ranges,-99999,99999,0,1
NCT04341727,NCT04341727,1,1,4132152,Complete blood count,Measurement,0,1086707642,206,226,Complete blood count,48 hours prior to enrollment,2,"",-99999,99999,0,1
NCT04372472,NCT04372472,1,1,4132152,Complete blood count,Measurement,0,,269,289,complete blood count,within 4.5 hours since the first vital sign was recorded,0,"",-99999,99999,0,1
NCT04341727,NCT04341727,1,1,2212093,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Pot",Measurement,0,1086707642,270,299,comprehensive metabolic panel,48 hours prior to enrollment,2,"",-99999,99999,0,1
NCT04362813,NCT04362813,1,1,4208414,C-reactive protein measurement,Measurement,0,,451,469,C-reactive protein,at time of randomization,0,"",-99999,99999,0,1
NCT04338347,NCT04338347,1,1,4208414,C-reactive protein measurement,Measurement,0,,395,419,C-Reactive Protein (CRP),at time of consent,0,elevated,-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4324383,Creatinine measurement,Measurement,0,1086664542,4629,4644,creatinine (Cr),"",0,"",-99999,99999,0,1
NCT04381052,NCT04381052,1,1,4208414,C-reactive protein measurement,Measurement,0,,933,936,CRP,<72 hours prior to enrollment,3,"",-99999,99999,0,1
NCT04359277,NCT04359277,1,1,4322628,D-dimer assay,Measurement,0,,242,249,D-dimer,within the past 6 months,180,"",-99999,99999,0,1
NCT04359277,NCT04359277,1,1,4322628,D-dimer assay,Measurement,0,,267,274,D-Dimer,within the past 6 months,180,"",-99999,99999,0,1
NCT04361552,NCT04361552,1,1,4322628,D-dimer assay,Measurement,0,,538,545,D-dimer,"",0,"",-99999,99999,0,1
NCT04360278,NCT04360278_covid,1,1,4154790,Diastolic blood pressure,Measurement,0,,501,525,Diastolic blood pressure,High-risk sexual history,0,"",-99999,99999,0,1
NCT04360278,NCT04360278_vaccine,2,1,4154790,Diastolic blood pressure,Measurement,0,,501,525,Diastolic blood pressure,High-risk sexual history,0,"",-99999,99999,0,1
NCT04347239,NCT04347239,1,1,44789316,Ambulatory diastolic BP,Measurement,0,,1802,1814,Diastolic BP,at rest,0,"",-99999,99999,0,1
NCT04356937,NCT04356937,1,1,4176561,Ferritin measurement,Measurement,0,,891,899,Ferritin,"",0,"",-99999,99999,0,1
NCT04362813,NCT04362813,1,1,4176561,Ferritin measurement,Measurement,0,,481,495,ferritin level,at time of randomization,0,"",-99999,99999,0,1
NCT04312997,NCT04312997,1,1,3024653,FEV1,Measurement,0,,460,464,FEV1,at the time of or within 30 days prior to the Screening Visit,30,"",-99999,99999,0,1
NCT04325906,NCT04325906,1,1,4353936,Inspired oxygen concentration,Measurement,0,,123,127,FIO2,"",0,"",-99999,99999,0,1
NCT04313023,NCT04313023,1,1,45765566,Forced expiratory volume in one second/Forced expiratory volume in six seconds ratio,Measurement,0,,658,701,forced expiratory volume in one second FEV1,"",0,"",-99999,99999,0,1
NCT04345614,NCT04345614,1,1,45876226,Heart rate,Measurement,0,,364,374,heart rate,Current,10000,"",-99999,99999,0,1
NCT04360278,NCT04360278_covid,1,1,45876226,Heart rate,Measurement,0,,544,554,Heart rate,High-risk sexual history,0,"",-99999,99999,0,1
NCT04360278,NCT04360278_vaccine,2,1,45876226,Heart rate,Measurement,0,,544,554,Heart rate,High-risk sexual history,0,"",-99999,99999,0,1
NCT04283461,NCT04283461,1,1,40480067,Measurement of total hemoglobin concentration,Measurement,0,1086664542,4535,4551,hemoglobin (Hgb),"",0,"",-99999,99999,0,1
NCT04371393,NCT04371393,1,1,4208414,C-reactive protein measurement,Measurement,0,,1038,1082,High sensitivity C-Reactive Protein (hs-CRP),"",0,The patient or his/her legally authorized representative (LAR) is able to provide informed consent,-99999,99999,0,1
NCT04376034,NCT04376034_donor,1,1,45876012,HLA tissue typing antigens and antibodies,Measurement,0,1086772342,634,648,HLA antibodies,"",0,negative,-99999,99999,0,1
NCT04355897,NCT04355897,1,1,4021291,Troponin measurement,Measurement,0,,131,136,hsTPN,"",0,Elevated,-99999,99999,0,1
NCT04338347,NCT04338347,1,1,4332015,IL-6 assay,Measurement,0,,320,324,IL-6,at time of consent,0,elevated,-99999,99999,0,1
NCT04377659,NCT04377659,1,1,4332015,IL-6 assay,Measurement,0,,457,467,IL-6 level,ongoing,0,hospitalized,-99999,99999,0,1
NCT04361552,NCT04361552,1,1,4012918,Lactate dehydrogenase measurement,Measurement,0,,584,611,Lactate dehydrogenase (LDH),"",0,>= upper limit of normal (ULN,-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4248033,Lipase measurement,Measurement,0,1086664542,4701,4707,Lipase,"",0,"",-99999,99999,0,1
NCT04322682,NCT04322682,1,1,4254663,Lymphocyte count,Measurement,0,,776,792,lymphocyte count,history of,0,low,-99999,99999,0,1
NCT04341727,NCT04341727,1,1,4243005,Magnesium measurement,Measurement,0,1086707642,304,313,magnesium,48 hours prior to enrollment,2,"",-99999,99999,0,1
NCT04338347,NCT04338347,1,1,4143902,Myoglobin measurement,Measurement,0,,375,384,myoglobin,at time of consent,0,elevated,-99999,99999,0,1
NCT04322682,NCT04322682,1,1,4148615,Neutrophil count,Measurement,0,1086675342,751,767,neutrophil count,at the time of presentation,10000,high,-99999,99999,0,1
NCT04339426,NCT04339426,1,1,44808684,National early warning score,Measurement,0,1086702642,203,213,NEWS score,"",0,High (More than or equal to 7),-99999,99999,0,1
NCT04339426,NCT04339426,1,1,44808684,National early warning score,Measurement,0,1086702642,203,213,NEWS score,"",0,Medium (5-6),-99999,99999,0,1
NCT04317040,NCT04317040,1,1,9999,NIAID 8-point ordinal score,Measurement,0,1086672342,203,230,NIAID 8-point ordinal score,"",0,positive,-99999,99999,0,1
NCT04365153,NCT04365153,1,1,37398766,Serum pro-BNP peptide level,Measurement,0,,462,471,NT-proBNP,for more than 3 weeks prior to admission,21,greater than the age-adjusted upper reference limit,-99999,99999,0,1
NCT04346628,NCT04346628,1,1,4310328,Blood oxygen saturation,Measurement,0,1086719742,284,301,oxygen saturation,"",0,normal,-99999,99999,0,1
NCT04380688,NCT04380688,1,1,4310328,Blood oxygen saturation,Measurement,0,,697,714,oxygen saturation,"",0,"",-99999,99999,0,1
NCT04320615,NCT04320615,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,,243,252,PaO2/FiO2,at screening,0,"",-99999,99999,0,1
NCT04345601,NCT04345601,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,,306,315,PaO2/FiO2,acute respiratory distress syndrome (ARDS),0,"",-99999,99999,0,1
NCT04345601,NCT04345601,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,1086716142,730,739,PaO2/FiO2,"",0,Uncontrolled,-99999,99999,0,1
NCT04347239,NCT04347239,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,,2035,2044,PaO2/FiO2,at rest,0,"",-99999,99999,0,1
NCT04335123,NCT04335123,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,,251,272,PaO2/FiO2 (P/F) ratio,within 48 hours prior to Day 0,1,"",-99999,99999,0,1
NCT04377308,NCT04377308,1,0,436665,Bipolar disorder,Condition,0,,637,653,Bipolar disorder,"",0,"",-99999,99999,1,1
NCT04311177,NCT04311177,1,1,40653952,Human coronavirus,Measurement,0,,32,60,laboratory test for COVID-19,dehydration,0,"",-99999,99999,0,0
NCT04346628,NCT04346628,1,1,254761,Cough,Condition,0,1086719842,404,409,Cough,"",0,"",-99999,99999,0,1
NCT04374370,NCT04374370,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,1086770542,668,740,partial pressure of arterial oxygen to fraction of inspired oxygen ratio,within 24 to 48 hours,2,immediately life-threatening,-99999,99999,0,1
NCT04380961,NCT04380961,1,1,4095043,Measurement of venous partial pressure of oxygen,Measurement,0,1086779242,1219,1245,partial pressure of oxygen,"",0,rales,-99999,99999,0,1
NCT04283461,NCT04283461,1,1,45888350,"Thromboplastin time, partial (PTT)",Measurement,0,1086664542,4736,4769,partial thromboplastin time (PTT),"",0,"",-99999,99999,0,1
NCT04320615,NCT04320615,1,1,3007211,Activated protein C resistance [Presence] in Blood by Probe and target amplification method,Measurement,0,1086674342,107,110,PCR,"",0,positive,-99999,99999,0,1
NCT04323787,NCT04323787,1,1,3007211,Activated protein C resistance [Presence] in Blood by Probe and target amplification method,Measurement,0,,32,35,PCR,within 7 days,7,positive,-99999,99999,0,1
NCT04323787,NCT04323787,1,1,3007211,Activated protein C resistance [Presence] in Blood by Probe and target amplification method,Measurement,0,,71,74,PCR,within 7 days,7,"",-99999,99999,0,1
NCT04371393,NCT04371393,1,1,3016226,PEEP Respiratory system,Measurement,0,,939,943,PEEP,"",0,hypersensitivity to bovine proteins,-99999,99999,0,1
NCT04354714,NCT04354714,1,1,37398766,Serum pro-BNP peptide level,Measurement,0,,1025,1041,plasma NT-proBNP,At least 18 years,6570,Elevated,-99999,99999,0,1
NCT04372602,NCT04372602,1,1,37398766,Serum pro-BNP peptide level,Measurement,0,1086765542,1065,1081,plasma NT-proBNP,New onset,0,Elevated,-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4267147,Platelet count,Measurement,0,1086664542,4553,4569,platelets (PLTs),"",0,"",-99999,99999,0,1
NCT04283461,NCT04283461,1,1,45889638,Prothrombin time,Measurement,0,1086664542,4709,4730,prothrombin time (PT),"",0,"",-99999,99999,0,1
NCT04372472,NCT04372472,1,1,4301868,Pulse rate,Measurement,0,1086765042,199,204,pulse,"",0,"",-99999,99999,0,1
NCT04371393,NCT04371393,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,1086763342,711,786,ratio of arterial oxygen tension to fraction of inspired oxygen (PaO2/FiO2),"",0,"",-99999,99999,0,1
NCT04347239,NCT04347239,1,1,4310328,Blood oxygen saturation,Measurement,0,,756,760,SaO2,at rest,0,"",-99999,99999,0,1
NCT04349098,NCT04349098,1,1,4310328,Blood oxygen saturation,Measurement,0,1086724342,826,830,SaO2,"",0,Multiple organ failure,-99999,99999,0,1
NCT04329923,NCT04329923_2,2,1,40653952,Human coronavirus,Measurement,0,,1223,1250,PCR for SARS-CoV-2,within 14 days prior to screening evaluation,14,positive,-99999,99999,0,0
NCT04283461,NCT04283461,1,1,4034850,Laboratory test,Measurement,0,,5301,5333,Screening laboratory evaluations,history of,0,within acceptable ranges,-99999,99999,0,1
NCT04336410,NCT04336410,1,1,4168615,Hepatitis B surface antigen measurement,Measurement,0,,385,442,serological tests for Hepatitis B surface antigen (HBsAg),at screening,0,"",-99999,99999,0,1
NCT04336410,NCT04336410,1,1,4273104,Hepatitis C antibody measurement,Measurement,0,1086698842,385,464,serological tests for Hepatitis C antibody,at screening,0,Negative,-99999,99999,0,1
NCT04336410,NCT04336410,1,1,4039702,HIV 1 antibody band pattern determination,Measurement,0,1086698842,385,512,serological tests for Human Immunodeficiency Virus (HIV) antibody,at screening,0,Negative,-99999,99999,0,1
NCT04337216,NCT04337216,1,1,9999,Serum inflammatory markers,Measurement,0,1086699942,329,355,serum inflammatory markers,"",0,Increased,-99999,99999,0,1
NCT04312997,NCT04312997,1,1,4133840,Spirometry,Measurement,0,,448,458,spirometry,at the time of or within 30 days prior to the Screening Visit,30,"",-99999,99999,0,1
NCT04313023,NCT04313023,1,1,4133840,Spirometry,Measurement,0,,646,656,Spirometry,"",0,"",-99999,99999,0,1
NCT04320615,NCT04320615,1,1,4310328,Blood oxygen saturation,Measurement,0,,228,232,SPO2,at screening,0,"",-99999,99999,0,1
NCT04357782,NCT04357782,1,1,4310328,Blood oxygen saturation,Measurement,0,,294,298,SpO2,"",0,"",-99999,99999,0,1
NCT04360551,NCT04360551,1,1,3020891,Body temperature,Measurement,0,,665,676,temperature,Current,10000,"",-99999,99999,0,1
NCT04372472,NCT04372472,1,1,3020891,Body temperature,Measurement,0,1086765042,186,197,temperature,"",0,"",-99999,99999,0,1
NCT04334460,NCT04334460,1,1,3022060,Rectal temperature,Measurement,0,,351,397,temperature rectal,at screening,0,"",-99999,99999,0,1
NCT04339426,NCT04339426,1,1,4230543,"Bilirubin, total measurement",Measurement,0,,436,451,Total Bilirubin,at baseline,0,WNL,-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4230543,"Bilirubin, total measurement",Measurement,0,1086664542,4674,4699,total bilirubin (T. Bili),"",0,"",-99999,99999,0,1
NCT04363346,NCT04363346,1,1,4169154,Karnofsky performance status,Measurement,0,,679,744,usual daily activity level (before COVID-19 illness) of Karnofsky,history of,0,"",-99999,99999,0,1
NCT04360278,NCT04360278_covid,1,1,3025315,Body weight,Measurement,0,,290,296,Weight,High-risk sexual history,0,"",-99999,99999,0,1
NCT04360278,NCT04360278_vaccine,2,1,3025315,Body weight,Measurement,0,,290,296,Weight,High-risk sexual history,0,"",-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4298431,White blood cell count,Measurement,0,1086664542,4511,4533,white blood cell (WBC),"",0,"",-99999,99999,0,1
NCT04362813,NCT04362813,1,1,4233883,Ratio of arterial oxygen tension to inspired oxygen fraction,Measurement,0,,365,440,arterial oxygen partial pressure (PaO2)/ fraction of inspired oxygen (FiO2),at time of randomization,0,"",-99999,99999,0,1
NCT04334954,NCT04334954,1,0,4112341,Acute respiratory infections,Condition,0,1086695842,632,659,acute respiratory infection,"",0,"",-99999,99999,1,1
NCT04340232,NCT04340232,1,0,9999,Allergy to baricitinib,Condition,0,,1754,1776,allergy to baricitinib,History of,0,"",-99999,99999,1,1
NCT04365127,NCT04365127,1,0,9999,Allergy to betacyclodextrin,Condition,0,1086753142,694,737,Allergy to betacyclodextrin,"",0,"",-99999,99999,1,1
NCT04328467,NCT04328467,1,0,4164847,Allergy to chloroquine,Condition,0,1086681842,580,602,Allergy to chloroquine,"",0,"",-99999,99999,1,1
NCT04332991,NCT04332991,1,0,4164847,Allergy to chloroquine,Condition,0,1086691342,1099,1141,allergy to chloroquine,"",0,"",-99999,99999,1,1
NCT04345653,NCT04345653,1,0,4164847,Allergy to chloroquine,Condition,0,1086717942,461,483,allergy to chloroquine,"",0,"",-99999,99999,1,1
NCT04372628,NCT04372628,1,0,4164847,Allergy to chloroquine,Condition,0,1086766542,1743,1785,allergy to chloroquine,"",0,"",-99999,99999,1,1
NCT04345692,NCT04345692,1,0,4164847,Allergy to chloroquine,Condition,0,1086718742,878,923,Allergy to choloroquine,"",0,"",-99999,99999,1,1
NCT04283461,NCT04283461,1,0,432791,Angioedema,Condition,0,1086665842,9803,9813,angioedema,"",0,"",-99999,99999,1,1
NCT04345614,NCT04345614,1,0,442116,Allergy to edible egg,Condition,0,,2824,2839,Allergy to eggs,Current,10000,"",-99999,99999,1,1
NCT04377308,NCT04377308,1,0,4165817,Allergy to fluoxetine,Condition,0,1086772642,696,737,allergy to fluoxetine,"",0,"",-99999,99999,1,1
NCT04318444,NCT04318444,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,1086673542,855,884,allergy to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04328467,NCT04328467,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,1086681842,580,624,Allergy to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04329832,NCT04329832,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,1086683342,375,404,Allergy to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04329923,NCT04329923_1,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,,2200,2229,Allergy to hydroxychloroquine,within 14 days prior to screening evaluation,14,"",-99999,99999,1,1
NCT04329923,NCT04329923_2,2,0,4171296,Allergy to hydroxychloroquine,Condition,0,,2200,2229,Allergy to hydroxychloroquine,within 14 days prior to screening evaluation,14,"",-99999,99999,1,1
NCT04329923,NCT04329923_3,3,0,4171296,Allergy to hydroxychloroquine,Condition,0,,2200,2229,Allergy to hydroxychloroquine,within 14 days prior to screening evaluation,14,"",-99999,99999,1,1
NCT04332991,NCT04332991,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,1086691342,1099,1128,allergy to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04334382,NCT04334382,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,1086693642,272,301,Allergy to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04342169,NCT04342169,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,,224,253,Allergy to hydroxychloroquine,within the 30 days prior to the time of the screening evaluation,30,"",-99999,99999,1,1
NCT04345653,NCT04345653,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,1086717942,461,505,allergy to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04353037,NCT04353037_covid19,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,,1810,1839,Allergy to hydroxychloroquine,within four days prior to time of enrollment,4,"",-99999,99999,1,1
NCT04353037,NCT04353037_healthcare,2,0,4171296,Allergy to hydroxychloroquine,Condition,0,,1810,1839,Allergy to hydroxychloroquine,currently,10000,"",-99999,99999,1,1
NCT04372628,NCT04372628,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,1086766542,1743,1772,allergy to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04347954,NCT04347954,1,0,4170492,Allergy to iodophore,Condition,0,1086721942,106,123,Allergy to iodine,"",0,"",-99999,99999,1,1
NCT04365985,NCT04365985,1,0,4165654,Allergy to ketamine,Condition,0,,534,553,allergy to ketamine,"",0,"",-99999,99999,1,1
NCT04365985,NCT04365985,1,0,4169711,Allergy to naltrexone,Condition,0,,505,526,allergy to naltrexone,"",0,"",-99999,99999,1,1
NCT04326426,NCT04326426,1,0,9999,Allergy to study medication,Condition,0,1086678342,436,492,allergy to other neurokinin-1 antagonists,"",0,"",-99999,99999,1,1
NCT04331899,NCT04331899,1,0,9999,Allergy to study medication,Condition,0,,601,660,allergy to Peginterferon Lambda-1a or any component thereof,within 30 days before study randomization,30,"",-99999,99999,1,1
NCT04365127,NCT04365127,1,0,4170319,Allergy to progesterone,Condition,0,1086753142,694,717,Allergy to progesterone,"",0,"",-99999,99999,1,1
NCT04347954,NCT04347954,1,0,433644,Allergy to shellfish,Condition,0,1086721942,106,136,Allergy to shellfish,"",0,"",-99999,99999,1,1
NCT04363346,NCT04363346,1,0,9999,Allergy to study medication,Condition,0,1086749842,1790,1831,allergy to the following FT516 components,"",0,"",-99999,99999,1,1
NCT04356937,NCT04356937,1,0,9999,Allergy to study medication,Condition,0,1086739242,2403,2454,allergy to the study drug or any of its ingredients,> 50 mg/L,0,"",-99999,99999,1,1
NCT04360551,NCT04360551,1,0,9999,Allergy to study medication,Condition,0,,1309,1340,Allergy to the study medication,Current,10000,"",-99999,99999,1,1
NCT04326426,NCT04326426,1,0,9999,Allergy to study medication,Condition,0,1086678342,436,458,allergy to tradipitant,"",0,"",-99999,99999,1,1
NCT04344184,NCT04344184,1,0,4169195,Allergy to vitamin A,Condition,0,,455,475,allergy to Vitamin C,"",0,"",-99999,99999,1,1
NCT04357782,NCT04357782,1,0,4169195,Allergy to vitamin A,Condition,0,,605,625,allergy to Vitamin C,"",0,"",-99999,99999,1,1
NCT04341441,NCT04341441,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,1086706742,1095,1273,allergy/hypersensitivity that prevents the use of HCQ,"",0,"",-99999,99999,1,1
NCT04283461,NCT04283461,1,0,378419,Alzheimer's disease,Condition,0,1086665342,7902,7921,Alzheimer's disease,in the past 5 years,1825,"",-99999,99999,1,1
NCT04283461,NCT04283461,1,0,373182,Amyotrophic lateral sclerosis,Condition,0,1086665342,7841,7870,amyotrophic lateral sclerosis,in the past 5 years,1825,"",-99999,99999,1,1
NCT04359329,NCT04359329,1,0,4169040,Allergy to estradiol,Condition,0,,594,642,anaphylactic reaction with Climara,History of,0,"",-99999,99999,1,1
NCT04283461,NCT04283461,1,0,441202,Anaphylaxis,Condition,0,1086665742,9767,9778,anaphylaxis,history of,0,"",-99999,99999,1,1
NCT04368728,NCT04368728_2,2,0,441202,Anaphylaxis,Condition,0,1086758842,1094,1105,anaphylaxis,"",0,"",-99999,99999,1,1
NCT04368728,NCT04368728_3,3,0,441202,Anaphylaxis,Condition,0,1086759642,1094,1105,anaphylaxis,"",0,"",-99999,99999,1,1
NCT04353206,NCT04353206,1,0,4193788,Anaphylactic transfusion reaction,Condition,0,1086731742,355,384,anaphylaxis to blood products,history of,0,"",-99999,99999,1,1
NCT04358211,NCT04358211_1,1,0,4193788,Anaphylactic transfusion reaction,Condition,0,1086740542,1226,1255,anaphylaxis to blood products,history of,0,"",-99999,99999,1,1
NCT04335084,NCT04335084,1,0,439777,Anemia,Condition,0,1086696642,1152,1158,Anemia,prior to the start of treatment,0,"",-99999,99999,1,1
NCT04359277,NCT04359277,1,0,439777,Anemia,Condition,0,1086741542,1249,1255,Anemia,within 30 days,30,"",-99999,99999,1,1
NCT04317040,NCT04317040,1,0,4195694,Acute respiratory distress syndrome,Condition,0,1086672442,435,439,ARDS,"",0,"",-99999,99999,1,1
NCT04341116,NCT04341116,1,0,44784217,Cardiac arrhythmia,Condition,0,1086706142,1253,1263,arrhythmia,in the 3 months prior to study drug administration,90,"",-99999,99999,1,1
